election,office,boro,dist,aded,elname,title,boron,used,cands,num,format,pubct,abs,fed,emer,aff,total,scatter,unrec,dem,demcan,dvote,rep,repcan,rvote,ind,indcan,ivote,cons,concan,cvote,wfp,wfpcan,wfpvote,swp,swpcan,swpvote,soc,soccan,socvote,green,greencan,grnvote,liber,libcan,libvote,pop,popcan,popvote
2008G,1,4,NY,25060,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    60th,572,6,3,0,15,0,0,1,Democratic,Barack Obama / Joe Biden,480,Republican,John McCain / Sarah Palin,91,Independence,John McCain / Sarah Palin,8,Conservative,John McCain / Sarah Palin,7,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,4,NY,25061,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    61st,301,7,2,0,13,0,0,2,Democratic,Barack Obama / Joe Biden,272,Republican,John McCain / Sarah Palin,32,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,11,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,25062,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    62nd,465,5,4,0,18,0,0,6,Democratic,Barack Obama / Joe Biden,424,Republican,John McCain / Sarah Palin,51,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,4,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,25063,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    63rd,360,42,0,0,8,0,1,4,Democratic,Barack Obama / Joe Biden,333,Republican,John McCain / Sarah Palin,52,Independence,John McCain / Sarah Palin,1,Conservative,John McCain / Sarah Palin,9,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,25064,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    64th,421,6,0,1,19,0,0,8,Democratic,Barack Obama / Joe Biden,350,Republican,John McCain / Sarah Palin,76,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,1,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,1,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,25065,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    65th,179,7,2,191,29,0,0,12,Democratic,Barack Obama / Joe Biden,289,Republican,John McCain / Sarah Palin,94,Independence,John McCain / Sarah Palin,1,Conservative,John McCain / Sarah Palin,3,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,1,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,25066,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    66th,405,5,2,0,36,0,0,3,Democratic,Barack Obama / Joe Biden,361,Republican,John McCain / Sarah Palin,65,Independence,John McCain / Sarah Palin,3,Conservative,John McCain / Sarah Palin,5,Working Families,Barack Obama / Joe Biden,10,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,25067,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    67th,7,0,0,0,4,0,0,0,Democratic,Barack Obama / Joe Biden,10,Republican,John McCain / Sarah Palin,1,Independence,John McCain / Sarah Palin,0,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,0,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,25068,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    68th,360,9,0,0,22,0,0,7,Democratic,Barack Obama / Joe Biden,296,Republican,John McCain / Sarah Palin,73,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,5,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,25069,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    69th,332,3,0,0,5,0,0,3,Democratic,Barack Obama / Joe Biden,268,Republican,John McCain / Sarah Palin,59,Independence,John McCain / Sarah Palin,0,Conservative,John McCain / Sarah Palin,2,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,25070,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    70th,1,0,0,0,0,0,0,0,Democratic,Barack Obama / Joe Biden,1,Republican,John McCain / Sarah Palin,0,Independence,John McCain / Sarah Palin,0,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,0,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,25071,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    71st,381,3,0,0,19,0,0,1,Democratic,Barack Obama / Joe Biden,332,Republican,John McCain / Sarah Palin,59,Independence,John McCain / Sarah Palin,6,Conservative,John McCain / Sarah Palin,3,Working Families,Barack Obama / Joe Biden,1,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,25072,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    72nd,616,4,7,0,31,0,0,8,Democratic,Barack Obama / Joe Biden,522,Republican,John McCain / Sarah Palin,99,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,5,Working Families,Barack Obama / Joe Biden,18,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,25073,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    73rd,206,0,6,0,12,0,0,5,Democratic,Barack Obama / Joe Biden,163,Republican,John McCain / Sarah Palin,46,Independence,John McCain / Sarah Palin,3,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,3,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,25074,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    74th,215,5,0,0,7,0,0,5,Democratic,Barack Obama / Joe Biden,157,Republican,John McCain / Sarah Palin,48,Independence,John McCain / Sarah Palin,6,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,25075,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    75th,343,5,0,0,17,0,0,2,Democratic,Barack Obama / Joe Biden,293,Republican,John McCain / Sarah Palin,52,Independence,John McCain / Sarah Palin,7,Conservative,John McCain / Sarah Palin,6,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,25076,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    76th,6,0,0,0,0,0,0,0,Democratic,Barack Obama / Joe Biden,5,Republican,John McCain / Sarah Palin,1,Independence,John McCain / Sarah Palin,0,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,0,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,25077,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    77th,40,0,1,0,2,0,0,0,Democratic,Barack Obama / Joe Biden,28,Republican,John McCain / Sarah Palin,12,Independence,John McCain / Sarah Palin,0,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,3,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,25078,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    78th,427,12,16,0,2,0,0,5,Democratic,Barack Obama / Joe Biden,191,Republican,John McCain / Sarah Palin,230,Independence,John McCain / Sarah Palin,15,Conservative,John McCain / Sarah Palin,10,Working Families,Barack Obama / Joe Biden,2,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,4,NY,25079,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    79th,27,0,0,0,8,0,0,1,Democratic,Barack Obama / Joe Biden,23,Republican,John McCain / Sarah Palin,11,Independence,John McCain / Sarah Palin,0,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,0,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,25080,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    80th,105,1,2,0,4,0,0,0,Democratic,Barack Obama / Joe Biden,66,Republican,John McCain / Sarah Palin,37,Independence,John McCain / Sarah Palin,3,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,2,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,25084,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    84th,60,1,0,0,7,0,0,0,Democratic,Barack Obama / Joe Biden,34,Republican,John McCain / Sarah Palin,28,Independence,John McCain / Sarah Palin,0,Conservative,John McCain / Sarah Palin,3,Working Families,Barack Obama / Joe Biden,3,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,26001,General Election 2008 - 11,President/Vice President,Queens,N,10,1,     1st,446,13,3,0,6,0,0,14,Democratic,Barack Obama / Joe Biden,171,Republican,John McCain / Sarah Palin,252,Independence,John McCain / Sarah Palin,17,Conservative,John McCain / Sarah Palin,7,Working Families,Barack Obama / Joe Biden,4,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,26002,General Election 2008 - 11,President/Vice President,Queens,N,10,1,     2nd,472,13,1,0,12,0,0,1,Democratic,Barack Obama / Joe Biden,215,Republican,John McCain / Sarah Palin,258,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,10,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,4,NY,26003,General Election 2008 - 11,President/Vice President,Queens,N,10,1,     3rd,593,19,2,0,11,0,1,7,Democratic,Barack Obama / Joe Biden,271,Republican,John McCain / Sarah Palin,305,Independence,John McCain / Sarah Palin,14,Conservative,John McCain / Sarah Palin,17,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,4,NY,26004,General Election 2008 - 11,President/Vice President,Queens,N,10,1,     4th,514,18,4,0,10,0,0,4,Democratic,Barack Obama / Joe Biden,236,Republican,John McCain / Sarah Palin,264,Independence,John McCain / Sarah Palin,11,Conservative,John McCain / Sarah Palin,22,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,4,NY,26005,General Election 2008 - 11,President/Vice President,Queens,N,10,1,     5th,487,12,1,0,13,0,0,3,Democratic,Barack Obama / Joe Biden,267,Republican,John McCain / Sarah Palin,209,Independence,John McCain / Sarah Palin,7,Conservative,John McCain / Sarah Palin,14,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,5
2008G,1,4,NY,26006,General Election 2008 - 11,President/Vice President,Queens,N,10,1,     6th,416,11,3,99,3,0,0,22,Democratic,Barack Obama / Joe Biden,273,Republican,John McCain / Sarah Palin,205,Independence,John McCain / Sarah Palin,14,Conservative,John McCain / Sarah Palin,9,Working Families,Barack Obama / Joe Biden,4,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,1,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,26007,General Election 2008 - 11,President/Vice President,Queens,N,10,1,     7th,442,5,6,0,6,0,0,5,Democratic,Barack Obama / Joe Biden,199,Republican,John McCain / Sarah Palin,229,Independence,John McCain / Sarah Palin,7,Conservative,John McCain / Sarah Palin,14,Working Families,Barack Obama / Joe Biden,2,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,4,NY,26008,General Election 2008 - 11,President/Vice President,Queens,N,10,1,     8th,305,9,0,0,8,0,0,2,Democratic,Barack Obama / Joe Biden,110,Republican,John McCain / Sarah Palin,198,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,8,Working Families,Barack Obama / Joe Biden,1,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,26009,General Election 2008 - 11,President/Vice President,Queens,N,10,1,     9th,518,13,3,0,14,0,0,2,Democratic,Barack Obama / Joe Biden,321,Republican,John McCain / Sarah Palin,198,Independence,John McCain / Sarah Palin,7,Conservative,John McCain / Sarah Palin,10,Working Families,Barack Obama / Joe Biden,7,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,26010,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    10th,497,32,3,0,8,0,0,5,Democratic,Barack Obama / Joe Biden,354,Republican,John McCain / Sarah Palin,153,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,8,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,3,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,26011,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    11th,385,12,1,18,9,0,0,2,Democratic,Barack Obama / Joe Biden,273,Republican,John McCain / Sarah Palin,131,Independence,John McCain / Sarah Palin,8,Conservative,John McCain / Sarah Palin,3,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,4,NY,26012,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    12th,280,18,1,0,10,0,0,3,Democratic,Barack Obama / Joe Biden,168,Republican,John McCain / Sarah Palin,116,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,7,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,26013,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    13th,609,9,5,0,16,0,0,9,Democratic,Barack Obama / Joe Biden,312,Republican,John McCain / Sarah Palin,280,Independence,John McCain / Sarah Palin,17,Conservative,John McCain / Sarah Palin,9,Working Families,Barack Obama / Joe Biden,10,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,4,NY,26015,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    15th,165,7,3,0,2,0,0,2,Democratic,Barack Obama / Joe Biden,85,Republican,John McCain / Sarah Palin,78,Independence,John McCain / Sarah Palin,1,Conservative,John McCain / Sarah Palin,5,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,4,NY,26016,General Election 2008 - 11,President/Vice President,Queens,N,10,1,    16th,503,22,0,0,11,0,0,9,Democratic,Barack Obama / Joe Biden,273,Republican,John McCain / Sarah Palin,215,Independence,John McCain / Sarah Palin,14,Conservative,John McCain / Sarah Palin,13,Working Families,Barack Obama / Joe Biden,7,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,3,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
